l_url,l_hostname,ip,dots,hyphens,at,qm,and,or,eq,undrscr,tilde,prcnt,slsh,star,colon,comma,semicolumn,dollar,space,www,com,dslash,http_in_path,https_token,digits_url_ratio,digits_host_ratio,punycode,port,tld_in_path,tld_in_subdomain,abnrml_subdomain,subdomains,prefix_suffix,random_domain,shortening_service,path_extension,redirection,external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
26,19,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,6,6,0,8,8,0,7,7,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,bad
180,12,1,6,2,0,1,3,0,2,3,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.238888889,0,0,0,0,0,0,3,1,0,0,0,0,0,19,4,1,8,1,30,8,30,7.842105263,8,7.833333333,4,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,252,-1,0,0,1,1,bad
97,11,1,1,0,0,1,3,0,4,2,0,0,3,0,1,0,3,0,0,0,0,0,0,1,0.298969072,0,0,0,0,0,0,1,0,0,0,0,1,0,11,7,2,7,2,23,7,23,6.818181818,7,6.8,0,0,0,0,0,0,26,0.769230769,0.230769231,0,0,0,0.333333333,0,0,0,1,66.66666667,0,100,0,0,0,0,0,0,0,0,1,1,0,334,1492,0,0,0,1,bad
17,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,7,0,7,7,0,7,7,0,0,0,0,0,0,0,253,0.608695652,0.391304348,0,2,0,0,0,0,0,1,0,0,1.515151515,98.48484848,0,0,0,20.68965517,0,0,0,0,0,0,0,5532,0,0,0,2,good
35,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,8,8,0,13,13,0,10.5,10.5,0,1,0,0,0,0,0,32,0.90625,0.09375,0,0,0,0,0,0,0,0,91.66666667,0,100,0,0,0,0,0,0,0,0,1,1,0,244,4503,0,0,0,3,bad
72,16,0,2,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,0,0.069444444,0,0,0,1,0,0,2,0,0,0,0,0,0,10,3,2,3,2,8,8,7,5,5.5,4.875,0,0,0,0,0,0,81,0.975308642,0.024691358,0,0,0,0,0,0,0,0,75,0,0,100,0,0,0,0,0,0,0,0,0,0,203,3814,236842,0,0,5,good
27,18,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,17,0.411764706,0.588235294,0,1,0,0.4,0,0,0,1,66.66666667,0,0,100,0,0,0,25,0,0,0,0,1,0,2451,8505,564998,0,0,5,good
16,5,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0625,0.2,0,0,0,0,0,1,0,1,0,0,1,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,3,bad
63,10,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,8,1,2,7,2,12,7,12,5.625,7,5.428571429,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,0,405,0,0,1,2,bad
83,11,1,1,11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.156626506,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2,7,2,10,7,10,4.615384615,7,4.416666667,0,0,0,0,0,0,157,0.719745223,0.280254777,0,0,0,0.068181818,0,0.181818182,0,1,71.21212121,0,76.92307692,23.07692308,0,0,0,22.22222222,0,0,0,1,0,0,343,6597,0,0,0,7,good
41,16,0,1,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.097560976,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,12,3,12,12,7,6.5,12,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,230,-1,0,0,1,0,bad
31,22,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19,19,0,19,19,0,19,19,0,0,0,0,0,0,0,48,0.8125,0.1875,0,0,0,0.222222222,0,0,0,0,100,0,0,0,0,0,0,10,0,0,0,1,1,1,0,-1,32580,0,0,2,good
42,16,0,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.119047619,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,2,3,2,8,8,5,4.166666667,5.5,3.5,0,0,0,0,0,0,79,0.746835443,0.253164557,0,0,0,0.2,0,0,1,1,40,0,84.21052632,15.78947368,0,0,1,0,0,0,0,0,1,0,276,5932,326162,0,0,3,good
52,15,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,12,7,12,6,5,6.5,0,0,0,0,0,0,77,0.623376623,0.376623377,0,0,0,0.689655172,0,0,0,0,83.33333333,0,66.66666667,33.33333333,0,0,0,38.23529412,0,0,0,1,1,0,298,7371,1303460,0,0,5,good
52,15,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.019230769,0.066666667,0,0,0,0,1,3,0,0,0,0,2,0,6,4,4,4,4,8,6,8,6,5,6.5,0,0,0,0,0,0,69,0.797101449,0.202898551,0,0,0,0.142857143,0,0.071428571,0,0,85.71428571,0,100,0,0,0,0,60.60606061,0,0,0,0,0,0,1915,8970,10654,0,1,5,good
76,23,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.065789474,0,0,0,0,0,0,3,0,0,0,0,1,0,7,2,4,5,4,13,13,13,8.428571429,9,8.2,0,0,0,0,0,0,65,0.707692308,0.292307692,0,0,0,0.368421053,0,0.052631579,0,0,90,0,50,50,0,0,0,22.72727273,0,0,0,0,1,0,278,11046,545,0,0,6,good
29,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,37,0.540540541,0.459459459,0,1,0,0.235294118,0,0.058823529,0,1,66.66666667,0,0,100,0,0,0,0,0,0,0,1,1,0,1575,-1,5328535,0,0,4,good
53,40,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,1,1,1,5,9,9,5,5.142857143,5.166666667,5,1,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.277777778,0,0,0,1,0,0,16.66666667,83.33333333,0,0,0,25,0,0,0,1,1,0,218,5626,0,0,1,5,bad
83,14,0,4,4,0,1,0,0,1,0,0,4,3,0,1,0,0,0,0,1,1,0,1,0,0.048192771,0,0,0,1,0,0,3,0,0,0,0,0,0,15,4,2,3,2,6,6,6,3.8,4.5,3.692307692,0,1,0,0,0,0,5,0.4,0.6,0,0,0,0.666666667,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1049,5159,115,0,1,8,good
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,269,0.817843866,0.182156134,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,66.66666667,0,0,0,1,0,0,485,6820,697320,0,0,4,good
208,24,1,6,2,0,0,0,0,0,9,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.408653846,0,0,0,0,0,0,3,1,0,0,0,0,0,22,26,2,5,2,22,14,22,7.954545455,9.5,7.8,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,93,4656,10531930,0,1,3,bad
74,12,0,3,4,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,12,0,2,4,2,8,4,8,4.416666667,4,4.5,4,0,0,0,0,0,31,0.193548387,0.806451613,0,1,0,0.04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,340,1120,0,0,1,2,bad
35,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,6,9,6,9,9,7,7.333333333,9,6.5,0,0,0,0,0,0,93,0.376344086,0.623655914,0,8,0,0.051724138,0,0.017241379,0,1,3.846153846,0,0,100,0,0,0,36.36363636,0,0,0,1,0,0,604,5239,42667,0,0,5,good
54,15,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,2,2,9,2,9,9,9,6,9,5.4,3,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,254,2668,0,0,1,0,bad
27,19,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,65,0.830769231,0.169230769,0,0,0,0.090909091,0,0.090909091,0,0,50,0,100,0,0,0,0,12.5,0,0,0,0,1,0,659,-1,110853,0,0,3,good
56,39,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.017857143,0.025641026,0,0,0,0,0,3,0,0,1,0,0,0,8,1,1,1,3,9,9,5,4.75,5,4,1,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.166666667,0,0,0,1,0,0,16.66666667,83.33333333,0,0,0,25,0,0,0,1,1,0,230,5614,0,0,1,5,bad
38,18,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,5,3,3,3,4,6,5,6,4.4,4,5,1,0,0,0,0,0,11,0.454545455,0.545454545,0,0,0,0.166666667,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,1,0,565,895,456965,0,0,2,bad
57,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,1,4,5,4,26,6,26,10.25,5.5,15,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2975,8346,1,0,1,10,bad
50,18,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4,14,4,14,14,7,7,14,5.25,0,0,0,0,0,0,8,0.875,0.125,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,159,4224,0,0,1,0,bad
51,15,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.078431373,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,4,12,4,12,12,8,7.2,12,6,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,101,1726,167115,0,1,4,bad
22,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.045454545,0.076923077,0,0,0,0,0,2,0,1,0,0,0,0,2,0,3,3,0,5,5,0,4,4,0,0,0,0,0,0,0,16,0.5,0.5,0,0,0,0,0,0,0,0,27.27272727,0,0,0,0,0,0,0,0,0,0,1,0,0,290,806,45133,0,1,1,bad
45,25,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,4,2,3,2,17,17,4,5.8,10,3,0,0,0,0,0,0,339,0.946902655,0.053097345,0,0,0,0.055555556,0,0.222222222,1,0,80,0,100,0,0,0,0,65.85365854,0,0,0,0,0,0,575,8190,20690,0,0,5,good
24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,33,0.818181818,0.181818182,0,0,0,0.333333333,0,0,0,1,57.14285714,0,100,0,0,0,0,100,0,0,0,1,1,0,79,5034,1372473,0,0,3,good
53,19,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,2,4,4,5,9,8,9,7,6,7.666666667,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,559,5152,267520,0,1,3,bad
98,27,0,4,1,0,1,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0.030612245,0,0,0,0,0,0,3,1,0,0,0,0,0,10,1,2,3,2,31,15,31,7.7,7,8,0,0,0,0,0,0,25,0.84,0.16,0,1,0,0,0,0,0,1,66.66666667,0,100,0,0,0,0,0,0,0,0,1,0,0,324,41,0,0,1,0,bad
69,15,0,2,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.072463768,0,0,0,0,0,0,2,1,0,0,0,1,0,10,7,2,3,2,7,7,7,4.8,5,4.75,0,0,0,0,0,0,172,0.662790698,0.337209302,0,2,0,0.224137931,0,0.034482759,0,1,25,0,100,0,0,0,0,22.5,0,0,0,1,1,0,150,9345,2487,0,0,6,good
629,20,0,2,8,0,0,0,0,0,8,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.171701113,0,0,0,0,0,0,2,0,0,0,0,2,0,19,13,1,5,1,87,10,87,31.52631579,7.5,34.35294118,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,173,2018,0,0,1,0,bad
87,16,0,2,0,0,0,0,0,1,4,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,11,5,2,3,2,10,8,10,6,5.5,6.111111111,0,0,0,0,0,0,199,0.924623116,0.075376884,0,0,0,0,0,0.533333333,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1291,7840,3993,0,0,5,good
41,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,4,12,7,12,6.5,5,8,0,1,0,0,0,0,55,0.472727273,0.527272727,0,0,0,0.137931034,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,1,0,208,5636,2,0,0,10,good
104,17,0,3,1,1,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,14,8,2,14,2,14,14,13,5.714285714,14,5.076923077,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0,0,0,0,1,50,0,0,100,0,0,0,0,0,0,0,1,0,0,140,4609,0,0,1,3,bad
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,49,0.857142857,0.142857143,0,0,0,0.285714286,0,0.142857143,0,0,100,0,0,0,0,0,0,84.44444444,0,0,0,0,0,0,139,-1,3694130,0,0,3,good
25,6,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,3,3,3,6,3,6,4,3,4.5,0,0,0,0,0,0,52,0.134615385,0.865384615,0,4,0,0.177777778,0,0.088888889,0,1,0,0,0,100,0,0,0,75,0,0,0,1,1,1,0,-1,0,0,1,4,bad
127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.133858268,0,0,0,0,1,0,3,1,0,0,0,1,0,13,6,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5697976,0,1,0,bad
128,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.140625,0,0,0,0,1,0,3,1,0,0,0,0,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0,bad
54,19,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,3,3,3,11,11,7,5.285714286,7,4.6,0,0,0,0,0,0,162,0.950617284,0.049382716,0,0,0,0,0,0,0,0,42.85714286,0,97.61904762,2.380952381,0,0,0,33.33333333,0,0,0,1,1,0,464,4284,1720677,0,0,2,good
35,28,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,10,10,0,13,13,0,11.5,11.5,0,0,0,0,0,0,0,255,0.992156863,0.007843137,0,0,0,0.5,0,0,0,0,100,0,0,100,0,0,0,99.52380952,0,0,0,1,0,0,1978,7153,3574955,0,0,4,good
72,14,0,3,1,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,1,0,9,5,3,3,3,11,6,11,5.888888889,4.5,6.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1202,8658,3292354,0,0,4,good
24,16,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12,12,0,12,12,0,12,12,0,0,0,0,0,0,0,21,0.666666667,0.333333333,0,1,0,0,0,0,0,1,50,0,100,0,0,0,0,70,0,0,0,1,1,0,217,-1,0,0,0,3,bad
21,13,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,9,0,9,9,0,9,9,0,1,0,0,0,0,0,143,0.874125874,0.125874126,0,0,0,0.166666667,0,0,0,0,94.91525424,0,65,35,0,0,0,27.27272727,0,0,0,1,1,0,292,1899,507771,0,0,1,bad
43,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.139534884,0,0,0,0,0,0,3,0,0,0,0,2,0,6,0,2,2,3,8,8,6,4.666666667,5,4.5,0,0,0,0,0,0,69,0.942028986,0.057971014,0,0,0,1,0,0,0,1,86.66666667,0,50,50,0,0,0,100,0,0,0,1,1,0,150,7156,2250,0,0,3,good
53,25,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,0,1,8,1,13,13,8,6.333333333,10.5,4.25,0,1,0,0,0,0,259,0.258687259,0.741312741,0,3,0,0.369791667,0,0.026041667,0,1,7.692307692,0,88.57142857,11.42857143,0,0,0,0,0,0,0,1,1,0,35,5444,0,0,1,2,good
27,19,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,3,0,7,7,0,4.666666667,4.666666667,0,0,0,0,0,0,0,130,0.9,0.1,0,0,0,0.538461538,0,0.076923077,0,0,92,0,93.75,6.25,0,0,0,16.66666667,0,0,0,1,1,0,0,-1,445572,0,0,4,good
61,18,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,8,3,1,3,1,10,10,9,5.25,6.5,4.833333333,0,0,0,0,0,0,55,0.418181818,0.581818182,0,1,0,0.125,0,0.125,0,1,44.44444444,0,0,100,0,0,0,54.16666667,0,0,0,0,1,0,1658,8203,153673,0,1,6,good
59,16,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,2,2,4,9,9,7,5.857142857,5.5,6,0,1,0,0,0,0,996,0.972891566,0.027108434,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,71.875,0,0,0,0,0,0,905,7130,12,0,1,7,good
113,15,1,2,0,0,1,0,0,1,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.088495575,0,0,0,0,0,0,2,0,0,0,0,1,0,11,2,1,4,1,43,6,43,8.272727273,5,9,1,1,0,0,0,0,25,0.44,0.56,0,3,0,0,0,0,0,1,37.5,0,0,100,0,0,0,0,0,0,0,1,1,0,2974,8348,1,0,1,10,bad
29,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,7,7,0,9,9,0,8,8,0,0,0,0,0,0,0,14,0.428571429,0.571428571,0,2,0,0,0,0,0,1,33.33333333,0,0,100,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,1,0,bad
69,17,0,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,4,2,13,2,13,13,11,8.833333333,13,8,0,0,0,0,0,0,12,0.416666667,0.583333333,0,0,0,0.714285714,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,63,-2,0,0,1,0,bad
15,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,53,0.566037736,0.433962264,0,0,0,0.347826087,0,0,0,0,100,0,0,100,0,0,0,38.88888889,0,0,0,1,0,0,177,3110,2208902,0,0,3,good
20,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,3,3,3,0,4,4,0,3.5,3.5,0,0,0,0,0,0,0,477,0.918238994,0.081761006,0,3,0,0.076923077,0,0,0,1,75,0,17.85714286,82.14285714,0,0,0,25,0,0,0,0,1,0,3394,9754,57776,0,0,4,good
31,22,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,67,0.940298507,0.059701493,0,0,0,1,0,0,0,1,0,0,100,0,0,0,0,75,0,0,0,1,1,0,232,-1,2687983,0,0,2,good
58,14,0,3,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.086206897,0,0,0,0,0,0,3,0,0,0,0,1,0,7,5,2,3,2,13,6,13,5.857142857,4.5,6.4,0,0,0,0,0,0,137,0.846715328,0.153284672,0,2,0,0.238095238,0,0.047619048,1,1,82.35294118,0,90,10,0,0,0,20,0,0,0,1,1,0,0,10173,1265063,0,0,4,good
69,21,0,3,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,8,4,3,3,3,13,13,12,6.375,8,5.833333333,0,0,0,0,0,0,249,0.879518072,0.120481928,0,0,0,0.266666667,0,0.133333333,0,0,75,0,100,0,0,0,0,6.666666667,0,0,0,1,0,0,315,7354,22857,0,0,5,good
28,19,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,73,0.671232877,0.328767123,0,0,0,0.166666667,0,0.541666667,0,1,52.38095238,0,100,0,0,0,0,14.28571429,0,0,0,1,1,0,0,7568,51162,0,0,4,good
43,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,1,3,1,11,7,11,5.4,5,5.666666667,0,1,0,0,0,0,52,0.557692308,0.442307692,0,0,0,0,0,0,0,1,65.2173913,0,0,0,0,0,0,0,0,0,0,0,1,0,206,5638,2,0,0,10,good
24,17,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,137,0.941605839,0.058394161,0,0,0,0.5,0,0,0,0,66.66666667,0,25,75,0,0,0,93.84615385,0,0,0,1,1,0,3,2918,2905816,0,0,2,good
89,17,0,3,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.011235955,0,0,0,0,0,0,3,0,0,0,0,1,0,9,5,1,3,1,14,9,14,7.777777778,6,8.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,92,9039,100011,0,1,4,good
32,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,0,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,32,0.625,0.375,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,383,9113,29935,0,0,5,good
152,28,1,5,3,1,0,0,0,0,4,0,0,3,1,1,0,1,1,0,0,1,0,0,0,0.131578947,0.25,0,0,1,0,0,3,0,0,1,0,0,0,13,5,1,1,1,35,11,35,9.769230769,5.25,11.77777778,0,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.277777778,0,0,0,1,0,0,16.66666667,83.33333333,0,0,0,25,0,0,0,1,1,0,217,5627,0,0,1,5,bad
